"GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS"
"GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS_VIA_SOMATIC_MUTATION"
"GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS"
"GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS_INVOLVED_IN_IMMUNE_RESPONSE"
"GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS"
"GOBP_ENERGY_HOMEOSTASIS"
"GOBP_ENERGY_RESERVE_METABOLIC_PROCESS"
"GOBP_B__B_CELL_DIFFERENTIATION"
"GOBP_B_CELL_ACTIVATION"
"GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE"
"GOBP_B_CELL_APOPTOTIC_PROCESS"
"GOBP_B_CELL_CHEMOTAXIS"
"GOBP_B_CELL_DIFFERENTIATION"
"GOBP_B_CELL_HOMEOSTASIS"
"GOBP_B_CELL_LINEAGE_COMMITMENT"
"GOBP_B_CELL_MEDIATED_IMMUNITY"
"GOBP_B_CELL_PROLIFERATION"
"GOBP_B_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE"
"GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY"
"GOBP_ANTIBODY_DEPENDENT_CELLULAR_CYTOTOXICITY"
"GOBP_ANTIFUNGAL_HUMORAL_RESPONSE"
"GOBP_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_ENDOGENOUS_LIPID_ANTIGEN_VIA_MHC_CLASS_IB"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I_VIA_ER_PATHWAY"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_A"
